,country,year,kind,title,sid
39148,Japan,2016,Drama,Kasouken no Onna Season 16,15212
39149,Japan,2002,Drama,Kasouken no Onna Season 4,4701
39150,Japan,2005,Drama,Kasouken no Onna Season 6,5177
39151,Japan,2006,Drama,Kasouken no Onna Season 7,5265
39152,Japan,2016,Drama Special,Kasouken no Onna: New Year Special,14381
39155,Japan,2007,Movie,Mobile Detective: The Movie 2,10055
39158,Japan,2006,Movie,Ryoichi & Kiyoshi,4569
39174,Japan,2012,TV Show,Ningen Kansatsu Variety Monitoring,25643
39175,Japan,2017,TV Show,Gaki no Tsukai No Laughing Batsu Game: American Police,37612
39202,Japan,2014,Drama Special,Hoshi Shinichi Mystery SP,8736
39204,Japan,2012,Movie,"Jinsei, Irodori",4669
39216,Japan,2019,Drama Special,Akuma no Temari Uta,30671
39217,Japan,2021,Movie,Arc,39577
39221,Japan,2022,Drama Special,Ikematsu Sousuke x Kindaichi Kosuke 3,46125
39229,Japan,2001,Movie,Rain of Light,6679
39230,Japan,2012,Movie,The Ear Cleaner,7143
39238,Japan,1992,Movie,Molester's Train: Mischievous Wives,38930
39239,Japan,2014,TV Show,Gaki no Tsukai No Laughing Batsu Game: Prison,37609
39276,Japan,2007,Movie,Love Never to End,13143
39290,Japan,2021,Drama Special,DOCTORS Saikyou no Meii New Year Special,37707
39291,Japan,2013,Drama,Kasouken no Onna Season 12,17001
39292,Japan,2017,Drama,Kasouken no Onna Season 17,19101
39293,Japan,2018,Drama,Kasouken no Onna Season 18,23759
39294,Japan,2020,Drama,Kasouken no Onna Season 20,34999
39295,Japan,2021,Drama,Kasouken no Onna Season 21,43552
39296,Japan,2022,Drama,Kasouken no Onna Season 22,48114
39297,Japan,2008,Drama,Kasouken no Onna Season 8,16999
39298,Japan,2009,Drama,Kasouken no Onna Season 9,17000
39299,Japan,2011,Drama Special,Kasouken no Onna SP,24587
39300,Japan,2010,Drama Special,Kasouken no Onna SP,24541
39301,Japan,2017,Drama Special,Kasouken no Onna Supesharu,24584
39302,Japan,2017,Drama Special,The Woman of S.R.I. New Year's Special 2017,24699
39303,Japan,2021,Movie,The Woman of S.R.I.: The Movie,40584
39306,Japan,2020,Drama Special,Voice - 110 Emergency Control Room: Call Back,43843
39307,Japan,2013,Movie,Kotobuki,15808
39308,Japan,2011,Movie,Suu et Uchikawa,15805
39309,Japan,2006,Movie,Confessions of a Dog,6641
39311,Japan,1969,Movie,Red Peony Gambler 3: The Flower Cards Game,11686
39312,Japan,1970,Movie,Red Peony Gambler 6: Oryu's Return,11687
39313,Japan,1971,Movie,Red Peony Gambler 7: Here to Kill You,11688
39333,Japan,1961,Movie,Edokko Hanjoki,26305
39338,Japan,2019,Movie,God Raiga vs King Ohga,49203
39347,Japan,1960,Movie,Heavenly Dragon,48615
39349,Japan,2022,Movie,Jet Black Ten: The Last Story,46193
39376,Japan,1962,Drama,Onmitsu Kenshi,19909
39377,Japan,1996,Movie,Peanuts,43769
39390,Japan,1996,Drama,Shin Mokuyou no Kaidan: Cyborg,32252
39404,Japan,1925,Movie,The Serpent,28326
39423,Japan,2004,Movie,Dad's Backdrop,2123
39424,Japan,2001,Drama,Doctor/Kranke,37937
39425,Japan,2002,Drama Special,Emergency Room 24 Hours Special 2002,2336
39426,Japan,2001,Drama,Hamidashi Keiji Jonetsu Kei Season 6,22624
39427,Japan,2014,TV Show,Kamiki Ryunosuke – 20 Year Old Travel,37978
39428,Japan,2002,Drama,Omiya,21587
39429,Japan,2001,Drama Special,Shingo Mama Drama Special Ooh Will Save the World,21613
39430,Japan,2002,Drama Special,Their Christmas,22596
39431,Japan,1996,Drama Special,Tokyo Sotsugyo,21600
39459,Japan,2006,Drama,Keishichou Sousa Ikka 9-Gakari,7096
39461,Japan,2020,Drama,Tokusou 9 Season 3,32013
39468,Japan,2006,Movie,What the Snow Brings,19293
39469,Japan,2019,Drama Special,An Artist Of The Floating World,29509
39470,Japan,1986,Movie,Blackboard,26001
39472,Japan,2006,Drama Special,CHiLDREN,7202
39476,Japan,2021,Movie,"By the Time the Flowers Bloom, We",41529
39477,Japan,2021,Movie,Tsunagare Radio: Our Rainy Days,37870
39481,Japan,2020,TV Show,NMB48 7ki Micchaku 2020,39422
39482,Japan,2003,Movie,1980,11035
39486,Japan,2003,Drama,Dobutsu no Oisha-san,16374
39499,Japan,2002,Drama Special,Adventure Tantei no Jikenbo 2: Yonezawa Gyu Shabushabu Tabehodai Satsujin Jiken,37137
39501,Japan,1906,Movie,Giyu Katsudou Photography: Best Photography in the World,29956
39502,Japan,2009,Movie,Hoshi no Kuni kara Mago Futari,46584
39503,Japan,1984,Drama,Kibun Hamei Tantei,41185
39505,Japan,1959,Drama,Maboroshi Tantei,28883
39506,Japan,1990,Movie,Sawako's Love. A Good Lie Love Course,37808
39507,Japan,1979,Drama,Tantei Monogatari,9415
39508,Japan,2003,Drama Special,Tantei Samonji Susumu 7: Shisso,39887
39509,Japan,2001,Drama,Uso Koi,13145
39512,Japan,2001,Movie,Bruce Lee in G.O.D.: Shiboteki yuki,26350
39513,Japan,2019,Drama,Dakaretai 12-nin no Onnatachi,29506
39515,Japan,2014,Drama Special,Kagemusha Tokugawa Ieyasu ,7408
39522,Japan,2000,Drama Special,Shiawase Kazoku Keikaku,29260
39529,Japan,2022,Drama Special,Kekkon Shite to Urusakute,46318
39530,Japan,2023,Drama Special,Koi to Yujo no Aida de Special,49852
39532,Japan,2019,Drama Special,Saijo no Meii SP 2019,31174
39534,Japan,2013,Movie,The Last Scene Which You Loved,44753
39537,Japan,2022,Movie,Communication To Be Understood,47598
39539,Japan,2021,Movie,Just Another Summer Day,43687
39545,Japan,2013,Drama Special,Byakkotai: Yabure Zarushatachi,5197
39546,Japan,2015,Movie,Dear Deer,10990
39547,Japan,2015,Movie,Gachiban New Generation 2,10721
39548,Japan,2011,Movie,Thanatos,3338
39549,Japan,2015,Movie,The Boy with Dead Eyes,10647
39560,Japan,2022,Drama Special,Ki no Straw,45664
39567,Japan,2022,Drama Special,Silent: Documentary,49598
39571,Japan,1952,Movie,Saiyuki,31378
39572,Japan,2011,Movie,The Neighbor,28245
39573,Japan,2019,Movie,108: Kaiba Goro no Fukushu to Boken,27447
39574,Japan,2001,TV Show,Ikariya Chosuke Wild African Adventure With 8yr Old Best Friend,37975
39575,Japan,2021,TV Show,Ikinari Honyomi!,41050
39576,Japan,2020,Movie,Kamiki Ryunosuke 25th Anniversary DVD,46743
39577,Japan,2021,Drama Special,Makubes no 23 ji,43689
39579,Japan,2022,TV Show,NHK Butterfly Effect,45307
39580,Japan,2017,Movie,Sincerite,45716
39603,Japan,1991,Drama,Papa to Nat-chan,2125
39625,Japan,2012,Movie,Lady Gang Doctor,16605
39664,Japan,2021,TV Show,Rocket Punch: Fly to Japan,42670
39701,Japan,2013,Movie,And The Mud Ship Slips Away...,11525
39702,Japan,2013,Movie,"Mata, Kanarazu Aou to Dare mo ga Itta",7499
39703,Japan,1965,Movie,Sugata Sanshiro,17715
39704,Japan,1969,Movie,Samurai Geisha,9748
39708,Japan,2019,Movie,Transmission,31147
39713,Japan,2004,Drama Special,Honto ni Atta Kowai Hanashi: Summer Special 2004,17535
39714,Japan,2006,Movie,Manji,16309
39732,Japan,2020,Drama,Nippori Charlies,34428
39735,Japan,2012,Movie,Casting Blossoms to the Sky,4996
39739,Japan,2001,Drama,Omizu no Hanamichi Season 2,35136
39741,Japan,1995,Drama,Shinkon Nari!,35809
39745,Japan,2010,Drama Special,Rikon Syndrome,5717
39746,Japan,2019,Drama,SICK'S - Ha no Sho,41868
39747,Japan,2019,Drama,SICK'S - Ka no Sho,41869
39752,Japan,2001,Drama,Omae no Yukichi ga Naiteiru,39153
39753,Japan,1994,Drama,Yoru ni Dakarete,17511
39785,Japan,2004,Drama Special,Kaikyo wo Wataru Violin,9309
39789,Japan,2018,Drama,SPEC Saga Reimei-hen: Satori no Koi,32947
39790,Japan,2007,Movie,Chosyu Five,29280
39791,Japan,1999,Movie,Coquille,8826
39792,Japan,2011,Drama Special,Douki,24248
39793,Japan,2006,Movie,Granny Gabai,11082
39795,Japan,1997,Movie,Koi wa Maiorita.,28552
39796,Japan,2002,Movie,Man Walking on Snow,20385
39799,Japan,2011,Movie,Takaramono,28980
39801,Japan,1993,Movie,Yellow Fangs,6921
39803,Japan,2022,Drama,RizSta: Top of Artists!,46440
39804,Japan,1986,Drama,Morimori Bokkun,31965
39805,Japan,1987,Drama,Omoikkiri Tanteidan Hadogumi,30051
39806,Japan,1981,Drama,Robot Hacchan,31359
39807,Japan,1993,Drama,Yugen Jikko Sanshimai Shushutorian,27184
39811,Japan,2005,Drama Special,Nada So So,17353
39818,Japan,2014,Movie,Death Blog,30703
39842,Japan,2021,Drama Special,Zetsumeshi Road SP,38222
39844,Japan,2014,Drama Special,Dr. Nurse Aid,10387
39848,Japan,2017,Drama,& Bishoujo: Next Girl Meets Tokyo,28011
39851,Japan,2016,Drama,Are You Ok?,31426
39861,Japan,2017,Movie,Four Seasons Story,16177
39878,Japan,2020,Drama,Onna Tomodachi,31931
39892,Japan,2020,Drama,Tokyo Danshi Zukan,31963
39894,Japan,2019,Drama,Wagaya no Himitsu,25497
39895,Japan,2015,Drama,Wakaretara Suki na Hito,13046
39905,Japan,2021,TV Show,Talking About Periods,46822
39920,Japan,2013,Movie,A Pale Woman,6262
39925,Japan,2015,Movie,Home of Our Hearts,19427
39927,Japan,2002,Movie,Mori no Gakko,5660
39930,Japan,1999,Drama,Rinjin wa Hisoka ni Warau,17551
39936,Japan,2022,TV Show,NiziU School,49359
39939,Japan,2019,Movie,"Itsu no Manika, Koko ni Iru: Documentary of Nogizaka46",43950
39950,Japan,1955,Movie,Tales of the Taira Clan,41440
39951,Japan,1992,Movie,The Skull Soldier,14957
39953,Japan,2023,Drama,Shinyu wa Akujo,49689
39955,Japan,1951,Movie,Conclusion of Kojiro Sasaki: Duel on Ganryu Island,25253
39962,Japan,2004,Drama,Kyokugen Suiri Coliseum,17201
39963,Japan,2013,Movie,Eiga Nakamura Kanzaburo,28107
39964,Japan,2021,Drama,Sa Do 2021,41674
39965,Japan,2021,Drama Special,Sa Do 2021 SP,39302
39966,Japan,2014,Movie,Tokyo Fantasy: Sekai no Owari,13678
39971,Japan,2019,Movie,Kokutai,41028
39972,Japan,2018,Movie,Wasted Eggs,36633
39976,Japan,1976,Drama,Ningyo Teibun Muhogai no Suronin,47367
39980,Japan,2021,Drama Special,Folklore 2: The Day the Wind Blew,44913
39981,Japan,2014,Movie,Samurai Pirates,8098
39989,Japan,2019,Movie,Beyond the Red,26429
39994,Japan,2022,Movie,Dead or Zombie,48655
39995,Japan,1975,Movie,Death at an Old Mansion,40250
39996,Japan,2005,Movie,Disappear,19321
39999,Japan,2007,Movie,Gakko no Toshi Densetsu Toire no Hanako-san,13757
40000,Japan,2006,Movie,Paradise,16633
40001,Japan,2013,Movie,Real Jinro Game,16989
40002,Japan,2019,Drama Special,Ten: Akagi Shigeru Soshiki Hen,28377
40003,Japan,2014,Movie,Z: Hatenaki Kibo,28110
40030,Japan,2018,Movie,My Lovely Days,35203
40031,Japan,1993,TV Show,COUNT DOWN TV,28607
40032,Japan,1998,TV Show,Hatchi ji da J,24810
40033,Japan,2011,TV Show,Hirunandesu!,23173
40034,Japan,2015,TV Show,Kanjani Chronicle,41732
40035,Japan,1964,TV Show,Music Fair,19677
40036,Japan,1982,TV Show,Waratte Iitomo!,23143
40037,Japan,2003,TV Show,Ya Ya Yah,28325
40038,Japan,2011,Drama,Urero Mikakunin Shoujo,29928
40039,Japan,2012,Drama,Urero Mikansei Shoujo,29929
40040,Japan,2014,Drama,Urero Mitaiken Shoujo,18553
40041,Japan,2016,Drama,Urero Mugendai Shoujo,29559
40043,Japan,2019,Movie,Butai Yowamushi Pedal: Shin Inter High Hen - Limit Breaker,27602
40072,Japan,2021,TV Show,"Nogizaka ni, Kosaremashita - AKB48, Iroiro Atte TV Tokyo Kara no Dai Gyakushuu!",41798
40073,Japan,2017,Movie,Very Private Lesson 3,43143
40074,Japan,2007,Drama Special,Shinkansen Girl,28703
40078,Japan,2019,Movie,Kamagasaki Cauldron War,31370
40088,Japan,2009,Movie,Shinjuku Kabukicho Hoikuen ,3502
40089,Japan,2023,Drama,Mentsuyu Hitori Meshi,50339
40090,Japan,2023,Drama,Otonari ni Ginga,50065
40091,Japan,2006,Drama,Utsukushi Wana,49933
40099,Japan,2021,Drama,Bittomo x Senshi Kirameki Powers!,41575
40110,Japan,2014,Drama,55-sai Kara no Hello Life,12840
40111,Japan,2008,Movie,16-18-4,30842
40112,Japan,1997,Movie,An Obsession,13761
40113,Japan,2018,TV Show,Domoto Tsuyoshi no Su,31214
40114,Japan,1990,Movie,Lady Kasuga,17487
40115,Japan,2005,Movie,Market Street,30841
40116,Japan,2010,Movie,Tokyo-Ebisu,30843
40117,Japan,2013,Movie,Kurayami Kara Te wo Nobase,9345
40119,Japan,2008,Movie,Nonko 36-sai,16965
40120,Japan,2007,Movie,Campaign,19032
40121,Japan,1979,Movie,Yami no karyudo,13776
40122,Japan,1985,Movie,Yumechiyo's Diary,18056
40123,Japan,1987,Movie,Choujinki Metalder : The Movie,40479
40124,Japan,1983,Drama,Stewardess Monogatari,2105
40138,Japan,2016,TV Show,NHK One Point Korean Lesson,43127
40139,Japan,2015,Drama Special,Keisei Saimin no Otoko - Kobayashi Ichizou,34615
40146,Japan,1972,Movie,Wandering Ginza Butterfly,6972
40159,Japan,2008,Drama,100 Love Scenes 2,28039
40173,Japan,1963,Movie,Kyu-Chan's Upside-Down Jackpot Battle,29763
40184,Japan,2014,Movie,Walk Together,10430
40187,Japan,2014,Movie,Cold,10200
40190,Japan,2011,Movie,Neco-Ban 3D Tobidasu Nyanko,26732
40195,Japan,1999,Drama,Onsen e Iko!,35137
40196,Japan,1988,Movie,The Silk Road,29654
40199,Japan,2008,Movie,Dark Love: Rape,22181
40200,Japan,2022,Drama Special,Love Stories from Fukuoka 17,45669
40201,Japan,2021,Drama,Nakuna! Seki Kazuki,40982
40210,Japan,1982,Movie,Pink Curtain,32775
40229,Japan,2022,Movie,"Small, Slow but Steady",45219
40233,Japan,2014,Movie,Hikiko: The Descent,31396
40237,Japan,1996,Drama Special,Furuhata Ninzaburo SP 2,34408
40246,Japan,2019,Movie,Homejack: Pentagram,49764
40252,Japan,2016,Movie,Homejack,47673
40253,Japan,2014,Movie,Tryst,28508
40262,Japan,2004,Drama,Evolver,28752
40265,Japan,1998,Drama,Sensei Shiranaino?,10292
40287,Japan,2006,Movie,Puujee,49663
40303,Japan,2023,Drama Special,"Kataomoi no Kare no Tame ni Sosa Shite Tara, Itsu no Manika Meitantei ni Narimashita",49963
40318,Japan,2005,Movie,Heavenly Road to Tibet,26231
40340,Japan,1996,Movie,Sanctuary,29378
40344,Japan,2012,Movie,Tale of a Raindrop,19976
40360,Japan,1986,Drama,Hanekonma,20038
40361,Japan,2002,Drama,Koisuru Top Lady,16325
40362,Japan,2000,Drama,Tenki-yoho no Koibito,16198
40365,Japan,2002,Drama,Babel,12774
40378,Japan,2018,Movie,Cute Devil,36982
40379,Japan,2000,Movie,Oshikiri,17418
40393,Japan,2006,Drama Special,Tenshi no Hashigo,4908
40396,Japan,2021,TV Show,Nogizaka Star Tanjou! 2,44039
40402,Japan,1998,Movie,A,27990
40403,Japan,2019,Movie,A Town and a Tall Chimney,41174
40404,Japan,2006,Movie,Big River,9086
40405,Japan,2019,Movie,Cenote,41018
40409,Japan,2021,TV Show,Fukushima Monologue,41595
40410,Japan,2022,TV Show,Fukushima Monologue II,49315
40411,Japan,2018,Movie,Jujuba,41023
40412,Japan,2020,Drama,Kaoyoga Dorama Munku no sakebi wa beautiful,31842
40413,Japan,2021,Drama Special,Kindness is Also Yours,47843
40414,Japan,2021,Movie,Leo's Return,46723
40419,Japan,2015,Movie,Norin Ten: A Gonjiro Inazuka Story,43734
40420,Japan,2003,Movie,Owl,27350
40423,Japan,2013,Movie,Shadow Festival,28828
40424,Japan,2022,Movie,Shagiri,48681
40429,Japan,1960,Movie,The Girl in the Picture,30826
40430,Japan,2017,Drama Special,Tokyo Black Hole: Year Zero in Post-WWII Japan,48846
40431,Japan,2019,Drama Special,Tokyo Miracle City: Anime - Captivating the World Frame by Frame,48992
40432,Japan,2019,Drama Special,Tokyo Miracle City: Gargantuan Rail Network - The Passionate Pursuit of Punctuality,48870
40433,Japan,2019,Drama Special,Tokyo Miracle City: Gourmet Capital - Keeping Alive the Spirit of Tsukiji,48847
40434,Japan,2021,Drama Special,Ukujima,47844
40450,Japan,1983,Movie,Blue Rain Osaka,36597
40451,Japan,1976,Movie,Cloistered Nun: Runa's Confession,37545
40468,Japan,2003,Drama,"Kawa, Itsuka Umi e",16759
40480,Japan,2001,Drama,Kids War: Zaken na yo Season 3,32979
40481,Japan,2002,Drama,Kids War: Zaken na yo Season 4,32406
40482,Japan,2020,TV Show,Talk Queens: Pilot,47254
40511,Japan,2014,Drama Special,Mokomichi's Midnight Kitchen,20382
40515,Japan,1987,Movie,Bedtime Eyes,37710
40539,Japan,2014,Drama,Bonkura,10202
40540,Japan,2015,Drama,Bonkura Season 2,13161
40541,Japan,2014,Drama,Botanical Life of Verandar,21995
40542,Japan,2018,Drama,Iju and Gifu,29039
40543,Japan,2020,Drama Special,Kioku Sosa: Shinjuku Higashisho Jiken File,34290
40544,Japan,2017,Drama Special,Taiyou No Houtei: Fusen Bengoshi Koujitani Youta,28854
40545,Japan,2018,Drama Special,You May Dream,23693
40546,Japan,2020,Drama Special,Zettai Reido Afterstory,32165
40548,Japan,2022,Drama,Japanese Style,48783
40549,Japan,2022,Drama,Shylock no Kodomotachi,46032
40550,Japan,2020,Drama Special,Utsubyo Kudan,38194
40551,Japan,2020,Drama,Akahige Season 3,35560
40585,Japan,2005,TV Show,GameCenter CX: Season 3,23657
40586,Japan,2010,Drama Special,Glass no Kiba,4906
40588,Japan,1997,TV Show,Happy Family Plan,19335
40589,Japan,2000,TV Show,Hello! Morning,22656
40590,Japan,2005,TV Show,Hexagon 2 Quiz Parade,29115
40591,Japan,1994,TV Show,Hey! Hey! Hey! Music Champ,19680
40604,Japan,2014,TV Show,Janeeno!?,28379
40633,Japan,2013,TV Show,Shougeki! 3 Sedai Hikaku TV: Generation Tengoku,18939
40647,Japan,2014,TV Show,Tentoumu-Chu! no Sekai o Muchu ni Sasemasu Sengen!,25719
40683,Japan,1990,Drama Special,Y Satsujin Jiken: Yukemuri Ski to Joshidaisei!?,28176
40689,Japan,1941,Movie,Edo no Beni Aoi,36958
40690,Japan,1995,Movie,The Young Blood Typhoon,38442
40691,Japan,1966,Movie,Yakuza Gurentai,30877
40693,Japan,2022,Drama,"Isekai Izakaya ""Nobu"": Shinobu to Efa no Gokujo Suitsuhen",46902
40696,Japan,2020,Drama Special,Tsumi no Tobira,34015
40697,Japan,2019,Movie,3 Nin no Nobunaga,25903
40708,Japan,2018,TV Show,Test Content 3,22353
40714,Japan,1995,Drama,Bokura ni Ai o!,35818
40715,Japan,1997,Drama,Koi no Bakansu ,5003
40717,Japan,2022,Movie,The Sunday Runoff,40903
40748,Japan,2015,TV Show,Nogizaka Under Construction,22208
40749,Japan,2015,TV Show,Nogizaka46 Eigo,31885
40750,Japan,2003,TV Show,Gaki no Tsukai  SP: Hama-chan Vladivostok Back Hand,37597
40751,Japan,2003,TV Show,GameCenter CX: Season 1,23317
40752,Japan,2004,TV Show,GameCenter CX: Season 2,23543
40753,Japan,2005,TV Show,GameCenter CX: Season 4,23673
40754,Japan,2009,TV Show,No Laughing Hotel Employee,28384
40768,Japan,1928,Movie,Crossroads,15356
40769,Japan,2005,Movie,Shichinin no Tomurai,5256
40774,Japan,1972,Drama,Ike! Godman,29042
40775,Japan,1973,Drama,Ike! Greenman,29041
40776,Japan,2002,Movie,Nezulla the Rat Monster,14923
40777,Japan,1996,Movie,Revive! Ultraman,20001
40778,Japan,2008,Movie,Shinsaku: Ike! Goddoman,17621
40779,Japan,2000,Movie,The Hanging Balloons,20658
40780,Japan,2021,Drama Special,Ultraman: A New Power of Singapore,44737
40781,Japan,1972,Drama,Warrior of Love Rainbowman,21535
40787,Japan,1988,Movie,The Pursuit of Happiness,47299
40833,Japan,1985,Movie,Out of Focus,39057
40841,Japan,2007,Drama Special,Churaumi Kara no Nengajo,5640
40844,Japan,2008,Drama,Ryujin Mabuyer,46680
40849,Japan,1995,Drama Special,Kimi wa Toki no Kanata e,5243
40850,Japan,1980,Movie,Shogun's Ninja,25297
40851,Japan,2019,TV Show,Tokyo Friend Park Special 2019,29293
40852,Japan,2008,Drama Special,Yo nimo Kimyou na Monogatari: 2008 SMAP Special,23767
40853,Japan,2000,Drama,Imagine,25412
40854,Japan,2014,Drama Special,"Inochi Aru Kagiri Tataka e, So Shite Iki Nukunda",47149
40855,Japan,2012,Drama Special,Kiken na Shamen,46616
40856,Japan,2016,Drama,SHIBUYA Zero-Choume,47376
40857,Japan,2020,Drama Special,Yagyu Clan Conspiracy,32129
40875,Japan,2014,Movie,ITECHO,16446
40877,Japan,1995,Movie,Last Friends,38735
40885,Japan,2002,Movie,The Currency and the Blonde,16395
41031,Japan,2004,Movie,The Japanese Wife Next Door: Part 2,44010
41057,Japan,2003,Movie,Summer of Chirusoku,13146
41058,Japan,2022,Drama Special,Shichinin no Hisho Special,48790
41095,Japan,1998,Drama,Rosetta: The Masked Angel,14924
41096,Japan,2015,Drama Special,"Sochira no Sora wa, Donna Sora desu Ka?",16199
41097,Japan,2023,TV Show,Romance Before Debut,50002
41103,Japan,2014,Movie,Exte Girl The Movie,27420
41105,Japan,2014,Movie,Exte Musume,8079
41111,Japan,2010,Drama Special,Buzzer Beat Special,48878
41128,Japan,2003,Drama Special,Hakusen Nagashi - Ni Juu Go Sai,20136
41129,Japan,2001,Drama Special,Hakusen Nagashi - Tabidachi  no Shi,20135
41130,Japan,2005,Drama Special,Hakusen Nagashi - Yumemiru Koro wo Sugi te Mo,20137
41131,Japan,1999,Drama Special,Hakusen Nagashi: Hatachi no Kaze,20132
41132,Japan,1992,Movie,Hold Me and Kiss Me,20080
41133,Japan,1984,Movie,Honeymoon,22194
41134,Japan,1997,Movie,Immoral Affairs,22193
41136,Japan,1989,Movie,Kanojo ga Mizugi ni Kigaetara,48508
41137,Japan,2000,Drama Special,Kira Kira Hikaru SP 2,24970
41138,Japan,1994,Drama,Kono Ai ni Ikite,24821
41140,Japan,1981,Movie,Lustful Life: Night Make Me Wet!,37226
41142,Japan,1980,Movie,Pink Tush Girl: Proposal Strategy,49566
41166,Japan,2005,Drama,miracle,35644
41186,Japan,2010,Drama Special,Ashita mo Mata Ikite Ikou,5641
41187,Japan,2017,Drama Special,Drama Mysteries,17055
41188,Japan,2012,Movie,Grap Freeter Toki,3793
41189,Japan,2009,Drama Special,Kurobe no Taiyo,3655
41200,Japan,2008,TV Show,Japanese Style Originator,31443
41202,Japan,1990,Drama,Sekai de Ichiban Kimi ga Suki,9484
41207,Japan,1993,Drama,Taming of the Shrew,26114
41211,Japan,1980,Drama,Ai no Soshoku,48116
41213,Japan,1994,Drama,Always Keep the Sun in Your Heart,37480
41214,Japan,1983,Movie,Amagi Pass,29979
41220,Japan,2010,Movie,Confessions: The Secrets of Machiko Matsuoka,45374
41221,Japan,1996,Drama,Doku,13523
41223,Japan,2014,Movie,Eiga Hadaka no Kusuriyubi,28100
41224,Japan,2016,Drama Special,Heart Loss - Niji ni Furetai Onnatachi,15552
41226,Japan,1997,Drama,Kare,32587
41229,Japan,1993,Movie,Kuma-Chan,36210
41232,Japan,1983,Movie,Madam Scandal - Final Scandal: Madam Likes It Hard,37476
41236,Japan,2020,Movie,Perfect Education: Etude,34691
41239,Japan,1980,Movie,Rape Hunter: Target Woman,45887
41240,Japan,1996,Drama,Shiyou yo Season 2,47316
41241,Japan,2017,Movie,Swaying Mariko,47573
41243,Japan,2010,Movie,Your Mother Is Bitch!,44755
41244,Japan,1954,Movie,Mysterious Cat Exorcist,28893
41255,Japan,2004,Drama,Dream,23916
41270,Japan,2006,Drama Special,Kiseki no Doubutsuen,7197
41271,Japan,2011,Drama Special,Like Shooting Stars in the Twilight: Galaxy C-46,2153
41273,Japan,2020,Movie,The Last Goze,46421
41274,Japan,2020,Movie,We Make Antiques! 2,25027
41276,Japan,1993,Movie,"Haruka, Nosutarujii",33061
41278,Japan,2017,TV Show,Hyper HardBoiled Gourmet Report,37976
41284,Japan,2013,Movie,Love Gear,11709
41286,Japan,2009,Movie,Lost Paradise in Tokyo,5244
41290,Japan,2002,Movie,Aiki,16708
41316,Japan,2020,Movie,Farewell: Comedy of Life Begins with a Lie,27795
41317,Japan,2008,Movie,Give and Go,11308
41318,Japan,1989,Drama,High School Rakugaki,27932
41319,Japan,2010,Drama Special,Inu no Omawarisan,27933
41320,Japan,2008,Movie,Ren,28665
41321,Japan,2021,Movie,Ara no Hate,41202
41333,Japan,1998,Movie,Kyokai-sen no muko-gawa,46871
41334,Japan,2002,Movie,Omoi wa Anata Dake: Yasashi Sugiru Kemono 2,46735
41340,Japan,2019,Movie,Beyond the Night,41117
41344,Japan,2001,Movie,Doubles,6883
41345,Japan,2003,Drama Special,Honto ni Atta Kowai Hanashi: Spring Special 2003,4089
41347,Japan,2008,Movie,Last Erotic Train,30400
41350,Japan,2022,Drama Special,"Tetsu Ota Nozomi, 50 Kiro",45517
41354,Japan,2011,Drama Special,Yasashii Hana,27376
41360,Japan,2010,Movie,Ongakubito,1800
41362,Japan,2007,Drama Special,Aoi Hitomi to Nuage,14909
41368,Japan,2020,Movie,Jazz Café Basie: The Ballad of Swifty,41223
41369,Japan,2017,Movie,...and LOVE,16543
41370,Japan,1973,Movie,(Hi) Ooku Gaiden: Amadera In no Mon,40013
41371,Japan,1977,Movie,16 Sai Yosei no Heya,39979
41387,Japan,2005,Movie,A Gap In The Skin,20013
41393,Japan,2012,Movie,A Slightly Erotic Life Experience: 5 Seconds Before The Kiss,29225
41394,Japan,1989,Movie,Abnormal Excitement: Nao Saejima,36680
41401,Japan,2009,Movie,Affair Travel Ascension Without Shame,36862
41402,Japan,1973,Movie,"Afternoon Affair: Mandala, The Ancient City",37021
41404,Japan,2011,Movie,Air Sex,28511
41405,Japan,1982,Movie,Akai Sukyandaru Joji,39984
41410,Japan,2013,Movie,An Illusion Girl,28971
41412,Japan,1974,Movie,Apartment Wife Temptation in the Afternoon,37019
41415,Japan,1992,Movie,AV Jogakuin 2 The Back of the Pants is a Big Uproar,38956
41416,Japan,1992,Movie,AV Jogakuin Angel's Pants Violate School Rules,38948
41417,Japan,1993,Movie,AV University Hospital Under the White Coat is a Soft-Shelled Turtle!,38960
41420,Japan,2012,Movie,"Bare Sexual Love, a Dream Captive",38990
41421,Japan,2006,Movie,Bead Binding,39675
41423,Japan,2018,Movie,Between Men and the Gods,19148
41424,Japan,1997,Movie,Bijin Otori Sosa-kan Shiri o Nade Mawashi Tsudzuke Rareru Onna,40031
41428,Japan,2006,Movie,Bombshell Young Landlady with a Sexy Waist,38980
41435,Japan,1976,Movie,Campus Erotica: Urete Hiraku,40023
41436,Japan,1988,Movie,Celluloid Nightmares,16790
41437,Japan,2013,Movie,Chai Koi,28541
41446,Japan,2003,Movie,Closet,38969
41447,Japan,1971,Movie,Coed Report: Yuko's White Breasts,14659
41450,Japan,1982,Movie,Commit Beauty Sisters,37055
41452,Japan,2011,Movie,Complete Breeding Psycho,38988
41453,Japan,1972,Movie,"Continuation, the Secret Story of the Color Calendar",38939
41454,Japan,2005,Movie,"Crotch Me! Maiko Yuuki, a Married Woman Who Fell Asleep",38973
41457,Japan,1998,Movie,Danchizuma Kiken na Ectasy,16658
41459,Japan,1993,Movie,Dangerous Monastery,38958
